0,157553.0,152093.0
1,152093.0,149995.0
2,149995.0,149995.0
3,149995.0,152358.0
4,149995.0,152358.0
5,149995.0,149078.0
6,149078.0,149394.0
7,149078.0,155778.0
8,149078.0,163812.0
9,149078.0,163812.0
10,149078.0,162174.0
11,149078.0,162821.0
12,149078.0,161550.0
13,149078.0,160142.0
14,149078.0,163159.0
15,149078.0,177541.0
16,149078.0,177541.0
17,149078.0,173872.0
18,149078.0,165620.0
19,149078.0,165206.0
20,149078.0,178032.0
21,149078.0,177586.0
22,149078.0,177586.0
23,149078.0,158039.0
24,149078.0,162317.0
25,149078.0,162317.0
26,149078.0,162317.0
27,149078.0,162317.0
28,149078.0,155572.0
29,149078.0,155572.0
30,149078.0,165895.0
31,149078.0,167275.0
32,149078.0,167275.0
33,149078.0,170074.0
34,149078.0,186249.0
35,149078.0,169776.0
36,149078.0,173859.0
37,149078.0,177104.0
38,149078.0,177492.0
39,149078.0,174779.0
40,149078.0,174779.0
41,149078.0,155171.0
42,149078.0,155171.0
43,149078.0,154112.0
44,149078.0,150453.0
45,149078.0,160104.0
46,149078.0,142407.0
47,142407.0,141250.0
48,141250.0,141250.0
49,141250.0,148370.0
50,141250.0,148973.0
51,141250.0,144561.0
52,141250.0,139271.0
53,139271.0,137428.0
54,137428.0,156566.0
55,137428.0,161510.0
56,137428.0,161510.0
57,137428.0,143106.0
58,137428.0,143106.0
59,137428.0,148600.0
60,137428.0,145218.0
61,137428.0,170778.0
62,137428.0,158496.0
63,137428.0,161462.0
64,137428.0,135681.0
65,135681.0,136441.0
66,135681.0,160524.0
67,135681.0,160363.0
68,135681.0,147837.0
69,135681.0,147837.0
70,135681.0,146831.0
71,135681.0,148393.0
72,135681.0,146848.0
73,135681.0,148260.0
74,135681.0,136062.0
75,135681.0,142035.0
76,135681.0,141844.0
77,135681.0,157631.0
78,135681.0,136591.0
79,135681.0,127995.0
80,127995.0,139802.0
81,127995.0,138608.0
82,127995.0,117502.0
83,117502.0,119659.0
84,117502.0,116901.0
85,116901.0,116339.0
86,116339.0,127735.0
87,116339.0,121097.0
88,116339.0,94959.0
89,94959.0,103779.0
90,94959.0,106197.0
91,94959.0,116552.0
92,94959.0,126912.0
93,94959.0,111025.0
94,94959.0,111025.0
95,94959.0,104413.0
96,94959.0,111932.0
97,94959.0,107640.0
98,94959.0,84550.0
99,84550.0,95569.0
100,84550.0,95569.0
101,84550.0,109909.0
102,84550.0,99438.0
103,84550.0,99438.0
104,84550.0,103865.0
105,84550.0,104532.0
106,84550.0,93054.0
107,84550.0,77946.0
108,77946.0,86710.0
109,77946.0,92826.0
110,77946.0,82768.0
111,77946.0,70337.0
112,70337.0,74232.0
113,70337.0,76020.0
114,70337.0,77034.0
115,70337.0,75343.0
116,70337.0,70033.0
117,70033.0,67786.0
118,67786.0,60198.0
119,60198.0,61868.0
120,60198.0,54597.0
121,54597.0,68344.0
122,54597.0,63295.0
123,54597.0,71486.0
124,54597.0,65741.0
125,54597.0,72537.0
126,54597.0,60194.0
127,54597.0,64242.0
128,54597.0,66361.0
129,54597.0,69230.0
130,54597.0,68459.0
131,54597.0,69024.0
132,54597.0,68889.0
133,54597.0,67454.0
134,54597.0,59909.0
135,54597.0,62086.0
136,54597.0,64813.0
137,54597.0,65738.0
138,54597.0,61472.0
139,54597.0,66991.0
140,54597.0,69990.0
141,54597.0,62745.0
142,54597.0,66876.0
143,54597.0,69581.0
144,54597.0,69581.0
145,54597.0,66332.0
146,54597.0,67190.0
147,54597.0,63448.0
148,54597.0,60223.0
149,54597.0,62309.0
150,54597.0,64159.0
151,54597.0,61218.0
152,54597.0,62096.0
153,54597.0,64631.0
154,54597.0,62848.0
155,54597.0,75351.0
156,54597.0,67234.0
157,54597.0,73983.0
158,54597.0,79400.0
159,54597.0,74585.0
160,54597.0,75342.0
161,54597.0,67816.0
162,54597.0,76235.0
163,54597.0,76911.0
164,54597.0,70230.0
165,54597.0,69050.0
166,54597.0,72038.0
167,54597.0,70634.0
168,54597.0,68183.0
169,54597.0,71935.0
170,54597.0,65563.0
171,54597.0,64317.0
172,54597.0,61339.0
173,54597.0,71544.0
174,54597.0,61244.0
175,54597.0,57306.0
176,54597.0,61371.0
177,54597.0,64239.0
178,54597.0,64176.0
179,54597.0,76476.0
180,54597.0,66662.0
181,54597.0,65577.0
182,54597.0,68602.0
183,54597.0,66077.0
184,54597.0,63659.0
185,54597.0,84983.0
186,54597.0,70489.0
187,54597.0,70489.0
188,54597.0,66261.0
189,54597.0,79424.0
190,54597.0,70866.0
191,54597.0,60224.0
192,54597.0,63934.0
193,54597.0,64973.0
194,54597.0,64973.0
195,54597.0,62208.0
196,54597.0,64391.0
197,54597.0,56709.0
198,54597.0,62118.0
199,54597.0,77692.0
200,54597.0,77002.0
201,54597.0,68927.0
202,54597.0,66535.0
203,54597.0,63481.0
204,54597.0,77158.0
205,54597.0,80940.0
206,54597.0,70067.0
207,54597.0,74317.0
208,54597.0,76768.0
209,54597.0,69079.0
210,54597.0,66008.0
211,54597.0,73807.0
212,54597.0,70270.0
213,54597.0,66099.0
214,54597.0,56180.0
215,54597.0,60900.0
216,54597.0,70739.0
217,54597.0,62496.0
218,54597.0,62951.0
219,54597.0,65526.0
220,54597.0,64896.0
221,54597.0,67651.0
222,54597.0,71698.0
223,54597.0,62940.0
224,54597.0,62655.0
225,54597.0,66159.0
226,54597.0,67959.0
227,54597.0,62924.0
228,54597.0,49992.0
229,49992.0,53297.0
230,49992.0,72300.0
231,49992.0,61651.0
232,49992.0,61870.0
233,49992.0,62378.0
234,49992.0,63051.0
235,49992.0,69212.0
236,49992.0,69858.0
